y,CDF_x,CDF_y
0.009225,0.027283,0.039200
0.614885,0.027300,0.039220
0.736313,0.027336,0.039240
0.056602,0.027370,0.039260
0.789022,0.027385,0.039280
1.577065,0.027390,0.039300
0.639409,0.027409,0.039320
0.544145,0.027420,0.039340
0.729688,0.027430,0.039360
0.756973,0.027433,0.039380
1.941652,0.027438,0.039400
0.368268,0.027459,0.039420
0.020851,0.027491,0.039440
0.530506,0.027496,0.039460
0.171649,0.027513,0.039480
0.684687,0.027518,0.039500
0.163720,0.027525,0.039520
0.031719,0.027558,0.039540
0.556206,0.027576,0.039560
0.684264,0.027579,0.039580
0.927141,0.027626,0.039600
0.899002,0.027630,0.039620
0.601300,0.027639,0.039640
0.061028,0.027654,0.039660
0.091525,0.027661,0.039680
0.154498,0.027696,0.039700
1.053670,0.027711,0.039720
0.358259,0.027713,0.039740
0.249750,0.027783,0.039760
0.511606,0.027787,0.039780
0.228217,0.027810,0.039800
2.696294,0.027821,0.039820
0.626937,0.027829,0.039840
0.262513,0.027849,0.039860
0.463587,0.027862,0.039880
1.500389,0.027864,0.039900
1.928790,0.027891,0.039920
0.308069,0.027894,0.039940
0.234570,0.027897,0.039960
1.283494,0.027948,0.039980
1.084363,0.027958,0.040000
0.451656,0.027963,0.040020
0.517418,0.027969,0.040040
0.598792,0.027992,0.040060
0.291726,0.027993,0.040080
0.169399,0.027995,0.040100
0.121384,0.028024,0.040120
0.862209,0.028037,0.040140
0.485638,0.028049,0.040160
0.230993,0.028053,0.040180
0.136536,0.028075,0.040200
0.072409,0.028081,0.040220
3.350454,0.028098,0.040240
0.073783,0.028102,0.040260
0.184318,0.028161,0.040280
2.804228,0.028172,0.040300
0.493903,0.028177,0.040320
0.791552,0.028206,0.040340
0.673924,0.028219,0.040360
0.649924,0.028224,0.040380
1.459484,0.028238,0.040400
1.192751,0.028250,0.040420
1.846445,0.028254,0.040440
0.046525,0.028300,0.040460
0.361860,0.028316,0.040480
0.186675,0.028322,0.040500
0.577926,0.028325,0.040520
0.230048,0.028332,0.040540
0.021523,0.028337,0.040560
0.108114,0.028386,0.040580
0.061564,0.028446,0.040600
1.974453,0.028448,0.040620
0.035113,0.028448,0.040640
0.569717,0.028484,0.040660
1.138049,0.028493,0.040680
0.279361,0.028536,0.040700
0.277864,0.028549,0.040720
0.093924,0.028585,0.040740
0.293248,0.028585,0.040760
0.399595,0.028586,0.040780
0.467057,0.028673,0.040800
0.174485,0.028675,0.040820
2.144705,0.028676,0.040840
0.042618,0.028676,0.040860
0.125280,0.028691,0.040880
1.667433,0.028697,0.040900
0.802420,0.028698,0.040920
0.302709,0.028709,0.040940
0.688393,0.028711,0.040960
1.076510,0.028794,0.040980
0.122339,0.028803,0.041000
0.561399,0.028812,0.041020
0.339851,0.028841,0.041040
0.935734,0.028852,0.041060
1.612291,0.028868,0.041080
0.317209,0.028877,0.041100
0.179321,0.028883,0.041120
0.306955,0.028887,0.041140
2.511475,0.028900,0.041160
0.342158,0.028902,0.041180
0.043974,0.028902,0.041200
0.280408,0.028952,0.041220
0.154208,0.028959,0.041240
1.151701,0.028964,0.041260
0.633354,0.028994,0.041280
0.208366,0.028997,0.041300
0.124878,0.029001,0.041320
1.644563,0.029009,0.041340
0.564631,0.029026,0.041360
0.479169,0.029031,0.041380
1.466250,0.029044,0.041400
0.170285,0.029049,0.041420
1.652916,0.029053,0.041440
0.114838,0.029064,0.041460
0.849185,0.029069,0.041480
0.460523,0.029071,0.041500
0.415243,0.029092,0.041520
0.142476,0.029107,0.041540
0.046265,0.029132,0.041560
0.771542,0.029133,0.041580
1.469608,0.029138,0.041600
0.347942,0.029149,0.041620
1.025950,0.029173,0.041640
0.608199,0.029175,0.041660
0.919051,0.029183,0.041680
0.818009,0.029188,0.041700
0.383498,0.029230,0.041720
0.034559,0.029242,0.041740
0.187468,0.029253,0.041760
1.035007,0.029253,0.041780
1.011086,0.029258,0.041800
0.540040,0.029309,0.041820
1.040223,0.029312,0.041840
0.315890,0.029329,0.041860
0.094456,0.029331,0.041880
1.615592,0.029334,0.041900
0.584928,0.029335,0.041920
0.454530,0.029354,0.041940
0.463271,0.029370,0.041960
0.197243,0.029382,0.041980
0.972603,0.029404,0.042000
0.385350,0.029414,0.042020
0.655128,0.029432,0.042040
0.352071,0.029445,0.042060
1.441007,0.029450,0.042080
0.403759,0.029454,0.042100
0.249232,0.029459,0.042120
0.605585,0.029485,0.042140
0.780179,0.029494,0.042160
0.208400,0.029505,0.042180
0.817010,0.029512,0.042200
1.305904,0.029521,0.042220
0.533465,0.029523,0.042240
2.365372,0.029560,0.042260
0.342259,0.029574,0.042280
0.942828,0.029594,0.042300
2.491750,0.029596,0.042320
1.731392,0.029607,0.042340
0.474358,0.029618,0.042360
0.124720,0.029643,0.042380
0.014857,0.029657,0.042400
0.736556,0.029673,0.042420
0.066090,0.029681,0.042440
0.226258,0.029702,0.042460
0.610604,0.029712,0.042480
0.004229,0.029744,0.042500
0.629818,0.029758,0.042520
0.073112,0.029791,0.042540
1.988787,0.029796,0.042560
0.926352,0.029805,0.042580
0.173230,0.029814,0.042600
0.008917,0.029815,0.042620
1.046701,0.029820,0.042640
1.105478,0.029826,0.042660
0.141070,0.029844,0.042680
0.256655,0.029852,0.042700
1.775409,0.029868,0.042720
0.568996,0.029873,0.042740
0.604972,0.029908,0.042760
0.903959,0.029917,0.042780
0.247151,0.029929,0.042800
1.123845,0.029937,0.042820
0.189103,0.029968,0.042840
0.191571,0.029978,0.042860
1.099925,0.029986,0.042880
0.507036,0.029997,0.042900
0.391270,0.029998,0.042920
1.054222,0.030007,0.042940
0.206608,0.030010,0.042960
0.427581,0.030025,0.042980
1.435563,0.030026,0.043000
1.008167,0.030039,0.043020
0.506945,0.030051,0.043040
0.196329,0.030059,0.043060
0.025574,0.030066,0.043080
0.274222,0.030086,0.043100
0.494840,0.030103,0.043120
0.250084,0.030112,0.043140
0.710787,0.030120,0.043160
0.901077,0.030125,0.043180
0.586436,0.030144,0.043200
0.081256,0.030152,0.043220
0.228642,0.030162,0.043240
0.514605,0.030162,0.043260
0.695513,0.030164,0.043280
0.288620,0.030169,0.043300
2.457271,0.030177,0.043320
0.165984,0.030181,0.043340
2.210990,0.030188,0.043360
0.035219,0.030192,0.043380
0.399651,0.030207,0.043400
0.495890,0.030222,0.043420
0.368293,0.030238,0.043440
1.172915,0.030278,0.043460
0.583814,0.030301,0.043480
0.751320,0.030303,0.043500
0.879343,0.030312,0.043520
0.817436,0.030318,0.043540
1.292536,0.030323,0.043560
0.118928,0.030342,0.043580
1.901958,0.030349,0.043600
0.184565,0.030351,0.043620
0.059494,0.030352,0.043640
1.366242,0.030357,0.043660
0.095267,0.030411,0.043680
1.361334,0.030436,0.043700
0.911526,0.030455,0.043720
0.689540,0.030481,0.043740
0.177112,0.030486,0.043760
0.819708,0.030517,0.043780
0.521994,0.030534,0.043800
0.641321,0.030539,0.043820
0.198913,0.030543,0.043840
0.183858,0.030565,0.043860
0.097992,0.030585,0.043880
1.437151,0.030622,0.043900
0.433885,0.030633,0.043920
0.644899,0.030667,0.043940
0.096454,0.030696,0.043960
0.270182,0.030705,0.043980
0.225592,0.030741,0.044000
0.459909,0.030741,0.044020
0.973919,0.030766,0.044040
0.889581,0.030777,0.044060
0.994778,0.030806,0.044080
0.667779,0.030810,0.044100
1.391999,0.030813,0.044120
0.350401,0.030814,0.044140
0.225343,0.030838,0.044160
0.774695,0.030851,0.044180
0.068134,0.030881,0.044200
0.013491,0.030883,0.044220
0.420351,0.030887,0.044240
1.998072,0.030915,0.044260
0.343564,0.030921,0.044280
0.332062,0.030925,0.044300
0.564396,0.030928,0.044320
1.644618,0.030932,0.044340
0.305487,0.030944,0.044360
0.291143,0.030970,0.044380
0.026882,0.030986,0.044400
1.768661,0.031030,0.044420
1.129120,0.031035,0.044440
2.663966,0.031049,0.044460
0.654626,0.031053,0.044480
0.300309,0.031058,0.044500
0.884912,0.031061,0.044520
1.105988,0.031062,0.044540
0.560060,0.031067,0.044560
4.331968,0.031079,0.044580
0.597724,0.031090,0.044600
1.186873,0.031094,0.044620
0.599061,0.031100,0.044640
0.618969,0.031121,0.044660
0.405842,0.031123,0.044680
0.312180,0.031131,0.044700
0.907611,0.031133,0.044720
1.426482,0.031135,0.044740
0.533462,0.031136,0.044760
0.126175,0.031209,0.044780
0.260282,0.031218,0.044800
0.188600,0.031221,0.044820
0.101923,0.031224,0.044840
0.168426,0.031228,0.044860
0.395163,0.031241,0.044880
0.104929,0.031246,0.044900
1.475819,0.031251,0.044920
0.185592,0.031270,0.044940
2.767071,0.031273,0.044960
1.354979,0.031278,0.044980
0.049068,0.031325,0.045000
1.115880,0.031327,0.045020
1.501752,0.031348,0.045040
0.031224,0.031357,0.045060
0.222698,0.031377,0.045080
0.507929,0.031382,0.045100
0.178913,0.031386,0.045120
0.229110,0.031420,0.045140
0.558429,0.031437,0.045160
0.994140,0.031447,0.045180
0.279493,0.031467,0.045200
0.799745,0.031470,0.045220
0.023450,0.031475,0.045240
1.228476,0.031480,0.045260
2.219468,0.031492,0.045280
0.099840,0.031513,0.045300
0.385211,0.031520,0.045320
0.672422,0.031543,0.045340
0.290068,0.031567,0.045360
0.543787,0.031572,0.045380
0.236874,0.031573,0.045400
0.103851,0.031577,0.045420
0.586531,0.031595,0.045440
0.884232,0.031620,0.045460
0.436381,0.031642,0.045480
0.272152,0.031664,0.045500
0.655801,0.031670,0.045520
0.152214,0.031672,0.045540
0.307827,0.031686,0.045560
0.215666,0.031691,0.045580
1.541474,0.031719,0.045600
0.227372,0.031746,0.045620
0.025165,0.031751,0.045640
0.563923,0.031761,0.045660
0.332018,0.031762,0.045680
0.400147,0.031767,0.045700
0.013992,0.031800,0.045720
0.370805,0.031808,0.045740
0.498330,0.031810,0.045760
0.357206,0.031822,0.045780
0.666811,0.031844,0.045800
1.916562,0.031871,0.045820
0.304132,0.031880,0.045840
0.951896,0.031883,0.045860
1.647481,0.031895,0.045880
0.390743,0.031900,0.045900
1.385226,0.031901,0.045920
1.963591,0.031904,0.045940
0.711886,0.031909,0.045960
1.707178,0.031937,0.045980
0.205819,0.031980,0.046000
2.294387,0.031997,0.046020
0.054197,0.032028,0.046040
2.063686,0.032033,0.046060
0.817102,0.032051,0.046080
0.055551,0.032055,0.046100
0.084335,0.032088,0.046120
0.646913,0.032094,0.046140
1.472748,0.032121,0.046160
0.266289,0.032142,0.046180
0.370183,0.032155,0.046200
0.236602,0.032155,0.046220
0.183250,0.032198,0.046240
1.108959,0.032207,0.046260
0.414809,0.032221,0.046280
0.321319,0.032227,0.046300
0.966079,0.032227,0.046320
1.357519,0.032237,0.046340
0.304323,0.032247,0.046360
0.208778,0.032248,0.046380
1.172971,0.032268,0.046400
0.807082,0.032284,0.046420
0.390614,0.032293,0.046440
0.134348,0.032309,0.046460
0.283181,0.032311,0.046480
0.034718,0.032332,0.046500
0.403152,0.032336,0.046520
0.739018,0.032341,0.046540
0.139741,0.032357,0.046560
2.056707,0.032376,0.046580
0.043582,0.032378,0.046600
1.227722,0.032429,0.046620
1.027826,0.032431,0.046640
0.925836,0.032433,0.046660
0.078168,0.032455,0.046680
0.775536,0.032496,0.046700
0.158559,0.032520,0.046720
1.037442,0.032521,0.046740
0.576517,0.032552,0.046760
0.033696,0.032576,0.046780
0.206222,0.032586,0.046800
0.536798,0.032606,0.046820
0.353119,0.032616,0.046840
0.048029,0.032628,0.046860
0.249370,0.032631,0.046880
0.106062,0.032631,0.046900
0.551230,0.032644,0.046920
0.152094,0.032649,0.046940
1.458778,0.032651,0.046960
0.288913,0.032661,0.046980
1.742499,0.032670,0.047000
0.085339,0.032672,0.047020
0.296965,0.032682,0.047040
0.798036,0.032688,0.047060
0.020520,0.032710,0.047080
0.042431,0.032712,0.047100
0.091741,0.032732,0.047120
0.206455,0.032745,0.047140
0.669784,0.032749,0.047160
0.471358,0.032794,0.047180
0.117894,0.032797,0.047200
0.117994,0.032821,0.047220
0.664298,0.032836,0.047240
0.148386,0.032850,0.047260
1.303040,0.032875,0.047280
1.365296,0.032881,0.047300
1.442621,0.032891,0.047320
1.410128,0.032902,0.047340
0.483784,0.032918,0.047360
1.951688,0.032929,0.047380
1.519545,0.032956,0.047400
0.229617,0.032963,0.047420
1.690291,0.032980,0.047440
0.885894,0.032999,0.047460
0.389511,0.033005,0.047480
0.238893,0.033042,0.047500
1.130221,0.033061,0.047520
0.063104,0.033089,0.047540
0.552898,0.033095,0.047560
0.144821,0.033106,0.047580
0.214396,0.033109,0.047600
0.216603,0.033147,0.047620
0.566890,0.033155,0.047640
0.453846,0.033156,0.047660
0.175737,0.033165,0.047680
0.498048,0.033166,0.047700
1.853264,0.033209,0.047720
1.283194,0.033220,0.047740
0.805283,0.033223,0.047760
1.781981,0.033225,0.047780
0.153630,0.033237,0.047800
1.492619,0.033240,0.047820
0.385816,0.033251,0.047840
0.703559,0.033292,0.047860
0.282368,0.033318,0.047880
0.005657,0.033323,0.047900
0.046840,0.033341,0.047920
0.649851,0.033355,0.047940
0.112732,0.033397,0.047960
0.489510,0.033398,0.047980
1.728783,0.033419,0.048000
0.161308,0.033422,0.048020
0.659348,0.033466,0.048040
0.853297,0.033474,0.048060
0.117879,0.033483,0.048080
0.553498,0.033492,0.048100
0.343734,0.033509,0.048120
0.717978,0.033518,0.048140
1.240636,0.033543,0.048160
0.475515,0.033545,0.048180
0.827059,0.033556,0.048200
0.846648,0.033559,0.048220
0.057043,0.033579,0.048240
0.291615,0.033639,0.048260
0.388091,0.033641,0.048280
0.293534,0.033644,0.048300
0.393420,0.033646,0.048320
1.464068,0.033696,0.048340
0.171659,0.033713,0.048360
0.511917,0.033723,0.048380
0.142125,0.033725,0.048400
0.337020,0.033727,0.048420
0.771122,0.033733,0.048440
0.852842,0.033733,0.048460
0.039308,0.033734,0.048480
0.581876,0.033736,0.048500
0.156114,0.033769,0.048520
0.439314,0.033779,0.048540
0.681333,0.033810,0.048560
0.658324,0.033814,0.048580
1.893977,0.033825,0.048600
0.036162,0.033852,0.048620
0.673232,0.033855,0.048640
1.202133,0.033921,0.048660
1.215820,0.033926,0.048680
0.361739,0.033932,0.048700
0.384543,0.033950,0.048720
0.540931,0.033955,0.048740
1.885500,0.033975,0.048760
0.959542,0.033981,0.048780
1.400697,0.033985,0.048800
0.291200,0.034006,0.048820
0.204189,0.034047,0.048840
0.278771,0.034050,0.048860
0.073875,0.034118,0.048880
0.641801,0.034126,0.048900
1.821340,0.034148,0.048920
0.090443,0.034160,0.048940
1.491502,0.034161,0.048960
0.045071,0.034171,0.048980
0.428007,0.034172,0.049000
1.030067,0.034208,0.049020
1.358479,0.034226,0.049040
1.239463,0.034244,0.049060
0.291476,0.034249,0.049080
1.210258,0.034249,0.049100
0.389620,0.034273,0.049120
0.140523,0.034279,0.049140
0.182066,0.034302,0.049160
0.026972,0.034319,0.049180
0.388377,0.034332,0.049200
1.201704,0.034354,0.049220
0.501333,0.034363,0.049240
0.311713,0.034370,0.049260
0.884253,0.034377,0.049280
0.656356,0.034402,0.049300
0.080169,0.034428,0.049320
0.118401,0.034429,0.049340
0.275500,0.034431,0.049360
0.037494,0.034440,0.049380
0.424192,0.034441,0.049400
0.135294,0.034443,0.049420
1.034870,0.034443,0.049440
0.696327,0.034472,0.049460
0.459816,0.034559,0.049480
1.189835,0.034568,0.049500
1.010382,0.034579,0.049520
0.378041,0.034589,0.049540
0.852618,0.034607,0.049560
0.756661,0.034608,0.049580
0.293977,0.034617,0.049600
1.636401,0.034623,0.049620
0.980210,0.034640,0.049640
2.986407,0.034657,0.049660
0.103285,0.034666,0.049680
0.220429,0.034681,0.049700
0.199747,0.034699,0.049720
0.026029,0.034716,0.049740
0.354983,0.034718,0.049760
1.041912,0.034718,0.049780
0.422291,0.034722,0.049800
0.238051,0.034732,0.049820
2.576774,0.034733,0.049840
0.494307,0.034735,0.049860
0.419883,0.034749,0.049880
1.186898,0.034768,0.049900
0.148256,0.034782,0.049920
2.821519,0.034786,0.049940
0.535269,0.034795,0.049960
0.383953,0.034807,0.049980
0.598060,0.034853,0.050000
0.177126,0.034869,0.050020
0.126035,0.034875,0.050040
0.394556,0.034884,0.050060
1.217572,0.034908,0.050080
0.457814,0.034909,0.050100
0.814565,0.034910,0.050120
0.118392,0.034910,0.050140
0.136826,0.034914,0.050160
0.449326,0.034918,0.050180
0.886031,0.034931,0.050200
0.274081,0.034941,0.050220
0.473837,0.034944,0.050240
1.365889,0.034945,0.050260
0.857496,0.034961,0.050280
0.172023,0.034979,0.050300
0.552596,0.035007,0.050320
0.525518,0.035030,0.050340
0.159089,0.035058,0.050360
0.053088,0.035064,0.050380
0.129224,0.035090,0.050400
0.999367,0.035113,0.050420
1.977215,0.035118,0.050440
0.061672,0.035139,0.050460
0.340795,0.035153,0.050480
0.236780,0.035156,0.050500
0.569463,0.035181,0.050520
0.173376,0.035204,0.050540
1.525111,0.035212,0.050560
1.457909,0.035219,0.050580
0.979612,0.035219,0.050600
0.376135,0.035221,0.050620
0.048224,0.035243,0.050640
0.064542,0.035259,0.050660
3.129255,0.035262,0.050680
0.020379,0.035262,0.050700
0.766733,0.035293,0.050720
0.057105,0.035303,0.050740
0.141858,0.035324,0.050760
0.473950,0.035329,0.050780
0.026159,0.035357,0.050800
1.110098,0.035393,0.050820
0.128305,0.035406,0.050840
1.421064,0.035432,0.050860
1.629993,0.035442,0.050880
2.006427,0.035448,0.050900
0.407804,0.035490,0.050920
0.229938,0.035504,0.050940
1.143427,0.035514,0.050960
0.238142,0.035518,0.050980
1.048735,0.035543,0.051000
0.712755,0.035544,0.051020
0.268384,0.035602,0.051040
0.644953,0.035605,0.051060
0.901384,0.035618,0.051080
0.375753,0.035626,0.051100
0.453202,0.035633,0.051120
0.066854,0.035647,0.051140
1.791254,0.035668,0.051160
1.149528,0.035703,0.051180
0.595684,0.035724,0.051200
1.450541,0.035733,0.051220
1.523075,0.035746,0.051240
0.022432,0.035749,0.051260
1.015433,0.035768,0.051280
0.411136,0.035794,0.051300
0.676638,0.035817,0.051320
0.302961,0.035825,0.051340
0.303268,0.035835,0.051360
0.727994,0.035837,0.051380
0.218767,0.035848,0.051400
0.190894,0.035848,0.051420
0.797406,0.035871,0.051440
0.904756,0.035875,0.051460
0.470188,0.035890,0.051480
0.522640,0.035896,0.051500
0.016500,0.035909,0.051520
0.911614,0.035911,0.051540
0.628743,0.035931,0.051560
0.745870,0.035943,0.051580
0.909635,0.035947,0.051600
0.026762,0.035954,0.051620
0.280741,0.035980,0.051640
0.382485,0.035989,0.051660
1.349059,0.036009,0.051680
1.358885,0.036016,0.051700
1.752971,0.036037,0.051720
0.544132,0.036057,0.051740
0.774501,0.036070,0.051760
0.128510,0.036073,0.051780
1.457675,0.036092,0.051800
0.255296,0.036153,0.051820
1.734057,0.036160,0.051840
0.080096,0.036162,0.051860
0.583621,0.036163,0.051880
1.208952,0.036183,0.051900
1.415276,0.036201,0.051920
3.433099,0.036206,0.051940
0.593003,0.036214,0.051960
1.206746,0.036224,0.051980
0.257086,0.036225,0.052000
0.582087,0.036232,0.052020
0.245011,0.036253,0.052040
2.233570,0.036258,0.052060
0.117946,0.036262,0.052080
2.180389,0.036303,0.052100
0.409240,0.036306,0.052120
0.005647,0.036320,0.052140
0.138096,0.036352,0.052160
0.369255,0.036352,0.052180
0.274135,0.036377,0.052200
0.558361,0.036409,0.052220
0.245951,0.036417,0.052240
0.057918,0.036432,0.052260
2.460438,0.036441,0.052280
0.018357,0.036463,0.052300
0.120582,0.036465,0.052320
0.111222,0.036481,0.052340
0.617664,0.036505,0.052360
1.553144,0.036508,0.052380
0.034910,0.036511,0.052400
0.092169,0.036514,0.052420
0.037808,0.036527,0.052440
1.413980,0.036535,0.052460
0.390976,0.036542,0.052480
0.216689,0.036548,0.052500
2.924932,0.036563,0.052520
0.099889,0.036599,0.052540
0.713197,0.036626,0.052560
0.131501,0.036634,0.052580
0.061290,0.036640,0.052600
1.012858,0.036649,0.052620
0.310330,0.036658,0.052640
0.193956,0.036667,0.052660
0.660527,0.036676,0.052680
0.388218,0.036679,0.052700
0.049680,0.036680,0.052720
0.427788,0.036685,0.052740
0.019908,0.036694,0.052760
0.357138,0.036702,0.052780
0.675014,0.036720,0.052800
0.896756,0.036723,0.052820
0.244771,0.036726,0.052840
1.367756,0.036730,0.052860
0.653214,0.036750,0.052880
0.579939,0.036754,0.052900
0.550061,0.036754,0.052920
3.264078,0.036761,0.052940
3.525879,0.036795,0.052960
0.130146,0.036830,0.052980
1.420690,0.036837,0.053000
0.071404,0.036839,0.053020
0.233255,0.036871,0.053040
1.388379,0.036898,0.053060
0.250531,0.036906,0.053080
0.087025,0.036932,0.053100
0.570888,0.036934,0.053120
0.733218,0.036940,0.053140
1.036600,0.036957,0.053160
1.869546,0.036970,0.053180
0.524278,0.037000,0.053200
0.264842,0.037008,0.053220
0.101789,0.037013,0.053240
0.449090,0.037018,0.053260
0.893010,0.037028,0.053280
0.123766,0.037036,0.053300
0.632052,0.037040,0.053320
0.731744,0.037050,0.053340
0.818396,0.037057,0.053360
0.627702,0.037059,0.053380
0.435829,0.037061,0.053400
0.291063,0.037071,0.053420
0.461228,0.037075,0.053440
0.009837,0.037090,0.053460
0.817734,0.037090,0.053480
0.138239,0.037097,0.053500
1.943682,0.037101,0.053520
0.475461,0.037111,0.053540
0.910243,0.037126,0.053560
1.264234,0.037150,0.053580
0.485924,0.037180,0.053600
0.859754,0.037185,0.053620
1.451395,0.037200,0.053640
3.416139,0.037226,0.053660
0.980962,0.037228,0.053680
0.720841,0.037228,0.053700
1.095744,0.037240,0.053720
0.079954,0.037247,0.053740
0.684701,0.037291,0.053760
0.106604,0.037300,0.053780
0.132680,0.037314,0.053800
1.882002,0.037317,0.053820
0.082573,0.037329,0.053840
0.581380,0.037342,0.053860
0.494881,0.037345,0.053880
0.154779,0.037352,0.053900
0.016263,0.037397,0.053920
1.577961,0.037398,0.053940
0.688231,0.037405,0.053960
1.184299,0.037417,0.053980
2.991545,0.037432,0.054000
0.021638,0.037483,0.054020
0.274655,0.037483,0.054040
1.360436,0.037494,0.054060
1.046071,0.037516,0.054080
0.112790,0.037533,0.054100
0.180052,0.037557,0.054120
1.139276,0.037575,0.054140
0.730695,0.037584,0.054160
0.749786,0.037588,0.054180
1.774161,0.037650,0.054200
0.048077,0.037674,0.054220
0.223783,0.037689,0.054240
0.714211,0.037692,0.054260
0.959215,0.037720,0.054280
0.649838,0.037762,0.054300
0.420594,0.037765,0.054320
0.041448,0.037790,0.054340
1.943356,0.037792,0.054360
0.311340,0.037804,0.054380
1.290635,0.037808,0.054400
0.119084,0.037812,0.054420
1.368953,0.037835,0.054440
0.529966,0.037838,0.054460
0.060548,0.037845,0.054480
1.609690,0.037869,0.054500
0.992072,0.037888,0.054520
0.092189,0.037909,0.054540
0.172154,0.037909,0.054560
0.080565,0.037910,0.054580
0.087631,0.037938,0.054600
0.265842,0.037975,0.054620
0.434280,0.037981,0.054640
0.868847,0.037986,0.054660
0.335885,0.038012,0.054680
0.412391,0.038016,0.054700
0.364661,0.038021,0.054720
0.691421,0.038058,0.054740
0.080785,0.038059,0.054760
0.991242,0.038061,0.054780
0.256008,0.038071,0.054800
0.826162,0.038077,0.054820
0.228402,0.038078,0.054840
0.052021,0.038091,0.054860
0.183157,0.038115,0.054880
1.650137,0.038126,0.054900
0.735286,0.038180,0.054920
0.177105,0.038205,0.054940
0.013207,0.038236,0.054960
2.505662,0.038243,0.054980
0.347693,0.038256,0.055000
1.396753,0.038256,0.055020
0.256390,0.038260,0.055040
0.889339,0.038291,0.055060
0.060853,0.038339,0.055080
1.370112,0.038339,0.055100
0.247486,0.038345,0.055120
0.078707,0.038348,0.055140
0.146293,0.038358,0.055160
0.347315,0.038392,0.055180
0.888625,0.038405,0.055200
0.491196,0.038407,0.055220
0.419096,0.038443,0.055240
0.945574,0.038476,0.055260
0.317735,0.038519,0.055280
0.010930,0.038527,0.055300
0.832156,0.038542,0.055320
0.054347,0.038601,0.055340
0.137155,0.038612,0.055360
0.525634,0.038614,0.055380
0.049517,0.038633,0.055400
0.959200,0.038636,0.055420
0.578263,0.038672,0.055440
0.053367,0.038688,0.055460
0.957437,0.038701,0.055480
0.185535,0.038709,0.055500
0.839033,0.038712,0.055520
0.486612,0.038726,0.055540
0.998916,0.038730,0.055560
0.214066,0.038736,0.055580
0.798633,0.038737,0.055600
0.683179,0.038742,0.055620
0.092871,0.038743,0.055640
0.035490,0.038750,0.055660
0.017486,0.038751,0.055680
0.419483,0.038752,0.055700
0.558657,0.038755,0.055720
0.856563,0.038774,0.055740
1.014330,0.038777,0.055760
1.106542,0.038845,0.055780
1.324800,0.038847,0.055800
0.101373,0.038849,0.055820
0.265679,0.038878,0.055840
1.833135,0.038878,0.055860
0.074794,0.038892,0.055880
1.669762,0.038908,0.055900
0.507463,0.038912,0.055920
0.518828,0.038958,0.055940
0.633943,0.038960,0.055960
0.088993,0.038961,0.055980
0.992305,0.038981,0.056000
0.455061,0.038992,0.056020
0.294647,0.038994,0.056040
0.148129,0.039022,0.056060
0.204890,0.039026,0.056080
0.044461,0.039058,0.056100
0.033932,0.039079,0.056120
1.554629,0.039084,0.056140
0.381823,0.039097,0.056160
0.547847,0.039142,0.056180
0.216768,0.039240,0.056200
0.339157,0.039276,0.056220
0.359492,0.039279,0.056240
0.632543,0.039280,0.056260
0.260926,0.039283,0.056280
1.004326,0.039303,0.056300
1.308291,0.039308,0.056320
0.507857,0.039342,0.056340
0.559910,0.039354,0.056360
0.641185,0.039377,0.056380
0.675915,0.039393,0.056400
0.410456,0.039431,0.056420
0.624207,0.039441,0.056440
0.330010,0.039453,0.056460
0.127289,0.039471,0.056480
0.185863,0.039472,0.056500
0.447441,0.039485,0.056520
1.119932,0.039491,0.056540
0.367255,0.039492,0.056560
0.214576,0.039516,0.056580
0.775694,0.039521,0.056600
0.408794,0.039553,0.056620
0.966943,0.039557,0.056640
0.826781,0.039566,0.056660
0.884997,0.039566,0.056680
0.148842,0.039585,0.056700
0.265966,0.039600,0.056720
1.043461,0.039602,0.056740
0.647421,0.039608,0.056760
0.274776,0.039630,0.056780
0.482214,0.039635,0.056800
0.163235,0.039658,0.056820
0.314968,0.039669,0.056840
0.411641,0.039669,0.056860
0.871183,0.039671,0.056880
1.006544,0.039688,0.056900
0.411663,0.039691,0.056920
0.329501,0.039697,0.056940
0.601912,0.039723,0.056960
0.784174,0.039733,0.056980
1.316869,0.039736,0.057000
0.990759,0.039776,0.057020
0.110958,0.039812,0.057040
0.279975,0.039825,0.057060
0.022880,0.039826,0.057080
0.119087,0.039836,0.057100
1.186708,0.039842,0.057120
0.347936,0.039845,0.057140
0.054122,0.039851,0.057160
0.700815,0.039880,0.057180
0.128456,0.039884,0.057200
0.490564,0.039891,0.057220
1.042369,0.039938,0.057240
0.328132,0.039960,0.057260
0.662006,0.039997,0.057280
3.000377,0.040003,0.057300
0.440954,0.040009,0.057320
0.586804,0.040020,0.057340
1.359606,0.040023,0.057360
0.150566,0.040036,0.057380
0.829449,0.040063,0.057400
1.020317,0.040064,0.057420
0.407671,0.040081,0.057440
0.900912,0.040107,0.057460
0.232254,0.040108,0.057480
0.487521,0.040111,0.057500
1.181883,0.040147,0.057520
0.292670,0.040148,0.057540
0.217995,0.040172,0.057560
0.746351,0.040234,0.057580
1.511343,0.040241,0.057600
0.216042,0.040252,0.057620
0.882336,0.040268,0.057640
0.079729,0.040285,0.057660
0.916599,0.040294,0.057680
0.561734,0.040319,0.057700
0.472390,0.040330,0.057720
0.366639,0.040331,0.057740
0.193284,0.040339,0.057760
0.420234,0.040340,0.057780
0.289276,0.040351,0.057800
1.216468,0.040358,0.057820
